drug_1_rxnorn_id,drug_1_concept_name,drug_2_rxnorm_id,drug_2_concept_name,condition_meddra_id,condition_concept_name,A,B,C,D,PRR,PRR_error,mean_reporting_frequency
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10034474,Pericardial effusion,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10027339,Menstruation irregular,2,107,3,1087,6.66667,0.907327,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10067585,Type 2 diabetes mellitus,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10020993,Hypoglycaemia,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10007739,Cataract,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10015958,Eye pain,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10015967,Eye swelling,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10030041,Ocular hyperaemia,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10005186,Blindness unilateral,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10047513,Vision blurred,1,108,6,1084,1.66667,1.07544,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10047571,Visual impairment,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10020028,Hiatus hernia,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10017817,Gastric polyps,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10033645,Pancreatitis,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10033647,Pancreatitis acute,3,106,1,1089,30.0,1.15032,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10017955,Gastrointestinal haemorrhage,3,106,3,1087,10.0,0.810293,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10018836,Haematochezia,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10027141,Melaena,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10017853,Gastritis,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10012735,Diarrhoea,7,102,24,1066,2.91667,0.417651,0.0642202
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10010774,Constipation,5,104,5,1085,10.0,0.624426,0.0458716
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10017885,Gastrooesophageal reflux disease,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10017367,Frequent bowel movements,2,107,1,1089,20.0,1.22062,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013946,Dyspepsia,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10000060,Abdominal distension,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10016766,Flatulence,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10000081,Abdominal pain,3,106,12,1078,2.5,0.637632,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10000059,Abdominal discomfort,2,107,4,1086,5.0,0.860179,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013950,Dysphagia,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10063743,Hypophagia,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10028813,Nausea,11,98,36,1054,3.05556,0.329538,0.100917
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10047700,Vomiting,8,101,35,1055,2.28571,0.378787,0.0733945
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10021328,Ileus,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019022,Haemorrhoids,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10024570,Lip swelling,2,107,1,1089,20.0,1.22062,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10043521,Throat irritation,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10068319,Oropharyngeal pain,4,105,6,1084,6.66667,0.637632,0.0366972
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10028034,Mouth ulceration,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10042128,Stomatitis,3,106,7,1083,4.28571,0.682714,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013781,Dry mouth,4,105,3,1087,13.3333,0.757127,0.0366972
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10042727,Swollen tongue,3,106,1,1089,30.0,1.15032,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10051792,Infusion related reaction,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10051572,Injection site discolouration,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10022061,Injection site erythema,2,107,9,1081,2.22222,0.775254,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10022081,Injection site mass,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10022086,Injection site pain,2,107,17,1073,1.17647,0.740764,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10022093,Injection site pruritus,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10022094,Injection site rash,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10053425,Injection site swelling,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10029282,Neuroleptic malignant syndrome,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10037660,Pyrexia,4,105,29,1061,1.37931,0.523823,0.0366972
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10011906,Death,5,104,44,1046,1.13636,0.461124,0.0458716
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10003549,Asthenia,7,102,17,1073,4.11765,0.437709,0.0642202
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10016256,Fatigue,7,102,34,1056,2.05882,0.402712,0.0642202
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10024264,Lethargy,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10025482,Malaise,2,107,26,1064,0.769231,0.726891,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10008531,Chills,1,108,6,1084,1.66667,1.07544,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10016322,Feeling abnormal,1,108,20,1070,0.5,1.01976,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10016326,Feeling cold,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10016334,Feeling hot,2,107,4,1086,5.0,0.860179,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10049460,Abasia,2,107,5,1085,4.0,0.830607,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10017577,Gait disturbance,1,108,16,1074,0.625,1.02587,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10009866,Cold sweat,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10010264,Condition aggravated,5,104,7,1083,7.14286,0.576858,0.0458716
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10061619,Deformity,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10060800,Hot flush,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10020642,Hyperhidrosis,3,106,8,1082,3.75,0.669508,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10061520,Ill-defined disorder,2,107,3,1087,6.66667,0.907327,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10022004,Influenza like illness,1,108,8,1082,1.25,1.05589,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10024770,Local swelling,3,106,2,1088,15.0,0.907327,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10061218,Inflammation,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10033371,Pain,7,102,31,1059,2.25806,0.406231,0.0642202
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10069328,Incorrect product storage,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10069327,Product quality issue,2,107,10,1080,2.0,0.768055,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013678,Drug effect decreased,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013709,Drug ineffective,7,102,50,1040,1.4,0.390852,0.0642202
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10061822,Drug intolerance,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10051327,Pharmaceutical product complaint,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019754,Hepatitis cholestatic,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10050904,Cytolytic hepatitis,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10020751,Hypersensitivity,2,107,8,1082,2.5,0.784161,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013700,Drug hypersensitivity,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10002199,Anaphylactic shock,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10046735,Urticaria,2,107,6,1084,3.33333,0.810293,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10039073,Rheumatoid arthritis,1,108,7,1083,1.42857,1.06431,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10007882,Cellulitis,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10058080,Staphylococcal infection,3,106,3,1087,10.0,0.810293,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10021789,Infection,1,108,8,1082,1.25,1.05589,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10024774,Localised infection,2,107,1,1089,20.0,1.22062,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10062352,Respiratory tract infection,2,107,1,1089,20.0,1.22062,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10006451,Bronchitis,2,107,5,1085,4.0,0.830607,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10024968,Lower respiratory tract infection,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10035664,Pneumonia,5,104,14,1076,3.57143,0.511211,0.0458716
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10040070,Septic shock,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10028810,Nasopharyngitis,3,106,12,1078,2.5,0.637632,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10046571,Urinary tract infection,4,105,9,1081,4.44444,0.592469,0.0366972
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019974,Herpes zoster,1,108,8,1082,1.25,1.05589,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10039227,Rotator cuff syndrome,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10042361,Subdural haematoma,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10016173,Fall,4,105,22,1068,1.81818,0.534194,0.0366972
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10022116,Injury,2,107,14,1076,1.42857,0.749224,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10039203,Road traffic accident,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10052428,Wound,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10005191,Blister,2,107,5,1085,4.0,0.830607,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10050584,Contusion,2,107,1,1089,20.0,1.22062,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10058818,Skin laceration,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10064295,Drug administration error,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10064294,Drug dose omission,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10021597,Inappropriate schedule of drug administration,2,107,2,1088,10.0,0.994941,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10064307,Incorrect drug administration duration,4,105,2,1088,20.0,0.860179,0.0366972
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10064353,Wrong technique in drug usage process,1,108,7,1083,1.42857,1.06431,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10033295,Overdose,3,106,4,1086,7.5,0.757127,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10021576,Inadequate analgesia,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019300,Heart rate abnormal,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019303,Heart rate increased,1,108,6,1084,1.66667,1.07544,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019304,Heart rate irregular,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10005734,Blood pressure decreased,2,107,4,1086,5.0,0.860179,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10005750,Blood pressure increased,1,108,12,1078,0.833333,1.03597,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10005470,Blood creatine phosphokinase increased,1,108,8,1082,1.25,1.05589,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10022595,International normalised ratio increased,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10018838,Haematocrit decreased,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10018879,Haemoglobin abnormal,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10018884,Haemoglobin decreased,3,106,9,1081,3.33333,0.659054,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10047942,White blood cell count decreased,2,107,6,1084,3.33333,0.810293,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10047943,White blood cell count increased,2,107,2,1088,10.0,0.994941,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10001551,Alanine aminotransferase increased,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10003481,Aspartate aminotransferase increased,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10060795,Hepatic enzyme increased,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10024690,Liver function test abnormal,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10005557,Blood glucose increased,1,108,11,1079,0.909091,1.03962,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10018484,Glycosylated haemoglobin increased,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10022806,Intraocular pressure increased,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10047895,Weight decreased,3,106,15,1075,2.0,0.624426,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10006825,C-reactive protein increased,2,107,6,1084,3.33333,0.810293,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10005483,Blood creatinine increased,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10053123,Protein urine present,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10038695,Respiratory failure,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10061428,Decreased appetite,3,106,7,1083,4.28571,0.682714,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10021058,Hypophosphataemia,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10021015,Hypokalaemia,2,107,3,1087,6.66667,0.907327,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10012174,Dehydration,5,104,6,1084,8.33333,0.597139,0.0458716
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10016807,Fluid retention,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10047626,Vitamin D deficiency,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10031149,Osteitis,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10006002,Bone pain,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10003246,Arthritis,2,107,7,1083,2.85714,0.795466,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10003239,Arthralgia,6,103,20,1070,3.0,0.454505,0.0550459
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10048706,Joint range of motion decreased,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10023232,Joint swelling,3,106,7,1083,4.28571,0.682714,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10048439,Fibromyalgia,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10028411,Myalgia,3,106,10,1080,3.0,0.65057,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10028334,Muscle spasms,2,107,6,1084,3.33333,0.810293,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10049816,Muscle tightness,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10028372,Muscular weakness,1,108,6,1084,1.66667,1.07544,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10003988,Back pain,5,104,16,1074,3.125,0.502402,0.0458716
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10028391,Musculoskeletal pain,1,108,4,1086,2.5,1.11351,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10033425,Pain in extremity,3,106,20,1070,1.5,0.610935,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10006811,Bursitis,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10028997,Neoplasm malignant,1,108,8,1082,1.25,1.05589,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10014581,Encephalitis,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10048964,Carotid artery occlusion,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10008111,Cerebral haemorrhage,1,108,5,1085,2.0,1.09083,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10008190,Cerebrovascular accident,2,107,21,1069,0.952381,0.733163,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019016,Haemorrhagic stroke,1,108,1,1089,10.0,1.41064,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10019211,Headache,9,100,19,1071,4.73684,0.391983,0.0825688
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10027599,Migraine,3,106,4,1086,7.5,0.757127,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013496,Disturbance in attention,1,108,3,1087,3.33333,1.15032,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10013916,Dyskinesia,1,108,2,1088,5.0,1.22062,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10015832,Extrapyramidal disorder,3,106,6,1084,5.0,0.699934,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10043118,Tardive dyskinesia,3,106,3,1087,10.0,0.810293,0.0275229
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10044565,Tremor,2,107,11,1079,1.81818,0.762114,0.0183486
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10049848,Balance disorder,1,108,6,1084,1.66667,1.07544,0.00917431
221147,POLYETHYLENE GLYCOL 3350,5521,Hydroxychloroquine,10002948,Aphasia,1,108,4,1086,2.5,1.11351,0.00917431
